#国家,名称,椭球名,长半轴,1/F,投影,中央子午线(度),北加常数,东加常数,比例,基准纬度,StandardParallel1,StandardParallel2,dAzimuth,dGridAngle,mode(后面是七参数，mode默认是0,(0:Helmert,2:布尔莎,4:莫洛登斯基(三参数))),DX,DY,DZ,RX,EY,RZ,K(ppm)
USA,America new jersey,WGS84,6378137,298.257223563,Transverse_Mercator,-74.5,0,492125,0.9999,38.83333333,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alabama (East),GRS 1980,6378137,298.257222101,Transverse_Mercator,274.1666666667,0,200000,0.99996,30.5,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alabama (West),GRS 1980,6378137,298.257222101,Transverse_Mercator,272.5,0,600000,0.9999333333,30,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 1),GRS 1980,6378137,298.257222101,Hotine_Oblique_Mercator,226.3333333333,-5000000,5000000,0.9999,57,0,0,323.1301023542,323.1301023542,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 2),GRS 1980,6378137,298.257222101,Transverse_Mercator,218,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 3),GRS 1980,6378137,298.257222101,Transverse_Mercator,214,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 4),GRS 1980,6378137,298.257222101,Transverse_Mercator,210,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 5),GRS 1980,6378137,298.257222101,Transverse_Mercator,206,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 6),GRS 1980,6378137,298.257222101,Transverse_Mercator,202,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 7),GRS 1980,6378137,298.257222101,Transverse_Mercator,198,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 8),GRS 1980,6378137,298.257222101,Transverse_Mercator,194,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 9),GRS 1980,6378137,298.257222101,Transverse_Mercator,190,0,500000,0.9999,54,0,0,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Alaska (Zone 10),GRS 1980,6378137,298.257222101,Lambert_Conformal_Conic_2SP,184,0,1000000,0,51,53.8333333333,51.8333333333,0,0,0,0,0,0,0,0,0,0
USA,NAD83/Arizona (East),GRS 1980,6378137,298.257222101,Transverse_Mercator,249.8333333333,0,213360,0.9999,31,0,0,0,0,0,0,0,0,0,0,0,0
